序号,时间/s,转速/rpm,扭矩/N·m,油门/%,电流/A,电压/V,电量/%,温度/℃
57102,5711.1,6000,60,0.6,40,300,0.6,60
57103,5711.2,2000,20,0.2,20,250,0.2,20
57104,5711.3,6000,60,0.6,40,300,0.6,60
57105,5711.4,2000,20,0.2,20,250,0.2,20
57106,5711.5,6000,60,0.6,40,300,0.6,60
57107,5711.6,2000,20,0.2,20,250,0.2,20
57108,5711.7,6000,60,0.6,40,300,0.6,60
57109,5711.8,2000,20,0.2,20,250,0.2,20
57110,5711.9,6000,60,0.6,40,300,0.6,60
57111,5712.0,2000,20,0.2,20,250,0.2,20
57112,5712.1,6000,60,0.6,40,300,0.6,60
57113,5712.2,2000,20,0.2,20,250,0.2,20
57114,5712.3,6000,60,0.6,40,300,0.6,60
57115,5712.4,2000,20,0.2,20,250,0.2,20
57116,5712.5,6000,60,0.6,40,300,0.6,60
57117,5712.6,2000,20,0.2,20,250,0.2,20
57118,5712.7,6000,60,0.6,40,300,0.6,60
57119,5712.8,2000,20,0.2,20,250,0.2,20
57120,5712.9,6000,60,0.6,40,300,0.6,60
57121,5713.0,2000,20,0.2,20,250,0.2,20
57122,5713.1,6000,60,0.6,40,300,0.6,60
57123,5713.2,2000,20,0.2,20,250,0.2,20
57124,5713.3,6000,60,0.6,40,300,0.6,60
57125,5713.4,2000,20,0.2,20,250,0.2,20
57126,5713.5,6000,60,0.6,40,300,0.6,60
57127,5713.6,2000,20,0.2,20,250,0.2,20
57128,5713.7,6000,60,0.6,40,300,0.6,60
57129,5713.8,2000,20,0.2,20,250,0.2,20
57130,5713.9,6000,60,0.6,40,300,0.6,60
57131,5714.0,2000,20,0.2,20,250,0.2,20
57132,5714.1,6000,60,0.6,40,300,0.6,60
57133,5714.2,2000,20,0.2,20,250,0.2,20
57134,5714.3,6000,60,0.6,40,300,0.6,60
57135,5714.4,2000,20,0.2,20,250,0.2,20
57136,5714.5,6000,60,0.6,40,300,0.6,60
57137,5714.6,2000,20,0.2,20,250,0.2,20
57138,5714.7,6000,60,0.6,40,300,0.6,60
57139,5714.8,2000,20,0.2,20,250,0.2,20
57140,5714.9,6000,60,0.6,40,300,0.6,60
57141,5715.0,2000,20,0.2,20,250,0.2,20
57142,5715.1,6000,60,0.6,40,300,0.6,60
57143,5715.2,2000,20,0.2,20,250,0.2,20
57144,5715.3,6000,60,0.6,40,300,0.6,60
57145,5715.4,2000,20,0.2,20,250,0.2,20
57146,5715.5,6000,60,0.6,40,300,0.6,60
57147,5715.6,2000,20,0.2,20,250,0.2,20
57148,5715.7,6000,60,0.6,40,300,0.6,60
57149,5715.8,2000,20,0.2,20,250,0.2,20
57150,5715.9,6000,60,0.6,40,300,0.6,60
57151,5716.0,2000,20,0.2,20,250,0.2,20
57152,5716.1,6000,60,0.6,40,300,0.6,60
57153,5716.2,2000,20,0.2,20,250,0.2,20
57154,5716.3,6000,60,0.6,40,300,0.6,60
57155,5716.4,2000,20,0.2,20,250,0.2,20
57156,5716.5,6000,60,0.6,40,300,0.6,60
57157,5716.6,2000,20,0.2,20,250,0.2,20
57158,5716.7,6000,60,0.6,40,300,0.6,60
57159,5716.8,2000,20,0.2,20,250,0.2,20
57160,5716.9,6000,60,0.6,40,300,0.6,60
57161,5717.0,2000,20,0.2,20,250,0.2,20
57162,5717.1,6000,60,0.6,40,300,0.6,60
57163,5717.2,2000,20,0.2,20,250,0.2,20
57164,5717.3,6000,60,0.6,40,300,0.6,60
57165,5717.4,2000,20,0.2,20,250,0.2,20
57166,5717.5,6000,60,0.6,40,300,0.6,60
57167,5717.6,2000,20,0.2,20,250,0.2,20
57168,5717.7,6000,60,0.6,40,300,0.6,60
57169,5717.8,2000,20,0.2,20,250,0.2,20
57170,5717.9,6000,60,0.6,40,300,0.6,60
57171,5718.0,2000,20,0.2,20,250,0.2,20
57172,5718.1,6000,60,0.6,40,300,0.6,60
57173,5718.2,2000,20,0.2,20,250,0.2,20
57174,5718.3,6000,60,0.6,40,300,0.6,60
57175,5718.4,2000,20,0.2,20,250,0.2,20
57176,5718.5,6000,60,0.6,40,300,0.6,60
57177,5718.6,2000,20,0.2,20,250,0.2,20
57178,5718.7,6000,60,0.6,40,300,0.6,60
57179,5718.8,2000,20,0.2,20,250,0.2,20
57180,5718.9,6000,60,0.6,40,300,0.6,60
57181,5719.0,2000,20,0.2,20,250,0.2,20
57182,5719.1,6000,60,0.6,40,300,0.6,60
57183,5719.2,2000,20,0.2,20,250,0.2,20
57184,5719.3,6000,60,0.6,40,300,0.6,60
57185,5719.4,2000,20,0.2,20,250,0.2,20
57186,5719.5,6000,60,0.6,40,300,0.6,60
57187,5719.6,2000,20,0.2,20,250,0.2,20
57188,5719.7,6000,60,0.6,40,300,0.6,60
57189,5719.8,2000,20,0.2,20,250,0.2,20
57190,5719.9,6000,60,0.6,40,300,0.6,60
57191,5720.0,2000,20,0.2,20,250,0.2,20
57192,5720.1,6000,60,0.6,40,300,0.6,60
57193,5720.2,2000,20,0.2,20,250,0.2,20
57194,5720.3,6000,60,0.6,40,300,0.6,60
57195,5720.4,2000,20,0.2,20,250,0.2,20
57196,5720.5,6000,60,0.6,40,300,0.6,60
57197,5720.6,2000,20,0.2,20,250,0.2,20
57198,5720.7,6000,60,0.6,40,300,0.6,60
57199,5720.8,2000,20,0.2,20,250,0.2,20
57200,5720.9,6000,60,0.6,40,300,0.6,60
57201,5721.0,2000,20,0.2,20,250,0.2,20
57202,5721.1,6000,60,0.6,40,300,0.6,60
57203,5721.2,2000,20,0.2,20,250,0.2,20
57204,5721.3,6000,60,0.6,40,300,0.6,60
57205,5721.4,2000,20,0.2,20,250,0.2,20
57206,5721.5,6000,60,0.6,40,300,0.6,60
57207,5721.6,2000,20,0.2,20,250,0.2,20
57208,5721.7,6000,60,0.6,40,300,0.6,60
57209,5721.8,2000,20,0.2,20,250,0.2,20
57210,5721.9,6000,60,0.6,40,300,0.6,60
57211,5722.0,2000,20,0.2,20,250,0.2,20
57212,5722.1,6000,60,0.6,40,300,0.6,60
57213,5722.2,2000,20,0.2,20,250,0.2,20
57214,5722.3,6000,60,0.6,40,300,0.6,60
57215,5722.4,2000,20,0.2,20,250,0.2,20
57216,5722.5,6000,60,0.6,40,300,0.6,60
57217,5722.6,2000,20,0.2,20,250,0.2,20
57218,5722.7,6000,60,0.6,40,300,0.6,60
57219,5722.8,2000,20,0.2,20,250,0.2,20
57220,5722.9,6000,60,0.6,40,300,0.6,60
57221,5723.0,2000,20,0.2,20,250,0.2,20
57222,5723.1,6000,60,0.6,40,300,0.6,60
57223,5723.2,2000,20,0.2,20,250,0.2,20
57224,5723.3,6000,60,0.6,40,300,0.6,60
57225,5723.4,2000,20,0.2,20,250,0.2,20
57226,5723.5,6000,60,0.6,40,300,0.6,60
57227,5723.6,2000,20,0.2,20,250,0.2,20
57228,5723.7,6000,60,0.6,40,300,0.6,60
57229,5723.8,2000,20,0.2,20,250,0.2,20
57230,5723.9,6000,60,0.6,40,300,0.6,60
57231,5724.0,2000,20,0.2,20,250,0.2,20
57232,5724.1,6000,60,0.6,40,300,0.6,60
57233,5724.2,2000,20,0.2,20,250,0.2,20
57234,5724.3,6000,60,0.6,40,300,0.6,60
57235,5724.4,2000,20,0.2,20,250,0.2,20
57236,5724.5,6000,60,0.6,40,300,0.6,60
57237,5724.6,2000,20,0.2,20,250,0.2,20
57238,5724.7,6000,60,0.6,40,300,0.6,60
57239,5724.8,2000,20,0.2,20,250,0.2,20
57240,5724.9,6000,60,0.6,40,300,0.6,60
57241,5725.0,2000,20,0.2,20,250,0.2,20
57242,5725.1,6000,60,0.6,40,300,0.6,60
57243,5725.2,2000,20,0.2,20,250,0.2,20
57244,5725.3,6000,60,0.6,40,300,0.6,60
57245,5725.4,2000,20,0.2,20,250,0.2,20
57246,5725.5,6000,60,0.6,40,300,0.6,60
57247,5725.6,2000,20,0.2,20,250,0.2,20
57248,5725.7,6000,60,0.6,40,300,0.6,60
57249,5725.8,2000,20,0.2,20,250,0.2,20
57250,5725.9,6000,60,0.6,40,300,0.6,60
57251,5726.0,2000,20,0.2,20,250,0.2,20
57252,5726.1,6000,60,0.6,40,300,0.6,60
57253,5726.2,2000,20,0.2,20,250,0.2,20
57254,5726.3,6000,60,0.6,40,300,0.6,60
57255,5726.4,2000,20,0.2,20,250,0.2,20
57256,5726.5,6000,60,0.6,40,300,0.6,60
57257,5726.6,2000,20,0.2,20,250,0.2,20
57258,5726.7,6000,60,0.6,40,300,0.6,60
57259,5726.8,2000,20,0.2,20,250,0.2,20
57260,5726.9,6000,60,0.6,40,300,0.6,60
57261,5727.0,2000,20,0.2,20,250,0.2,20
57262,5727.1,6000,60,0.6,40,300,0.6,60
57263,5727.2,2000,20,0.2,20,250,0.2,20
57264,5727.3,6000,60,0.6,40,300,0.6,60
57265,5727.4,2000,20,0.2,20,250,0.2,20
57266,5727.5,6000,60,0.6,40,300,0.6,60
57267,5727.6,2000,20,0.2,20,250,0.2,20
57268,5727.7,6000,60,0.6,40,300,0.6,60
57269,5727.8,2000,20,0.2,20,250,0.2,20
57270,5727.9,6000,60,0.6,40,300,0.6,60
57271,5728.0,2000,20,0.2,20,250,0.2,20
57272,5728.1,6000,60,0.6,40,300,0.6,60
57273,5728.2,2000,20,0.2,20,250,0.2,20
57274,5728.3,6000,60,0.6,40,300,0.6,60
57275,5728.4,2000,20,0.2,20,250,0.2,20
57276,5728.5,6000,60,0.6,40,300,0.6,60
57277,5728.6,2000,20,0.2,20,250,0.2,20
57278,5728.7,6000,60,0.6,40,300,0.6,60
57279,5728.8,2000,20,0.2,20,250,0.2,20
57280,5728.9,6000,60,0.6,40,300,0.6,60
57281,5729.0,2000,20,0.2,20,250,0.2,20
57282,5729.1,6000,60,0.6,40,300,0.6,60
57283,5729.2,2000,20,0.2,20,250,0.2,20
57284,5729.3,6000,60,0.6,40,300,0.6,60
57285,5729.4,2000,20,0.2,20,250,0.2,20
57286,5729.5,6000,60,0.6,40,300,0.6,60
57287,5729.6,2000,20,0.2,20,250,0.2,20
57288,5729.7,6000,60,0.6,40,300,0.6,60
57289,5729.8,2000,20,0.2,20,250,0.2,20
57290,5729.9,6000,60,0.6,40,300,0.6,60
57291,5730.0,2000,20,0.2,20,250,0.2,20
57292,5730.1,6000,60,0.6,40,300,0.6,60
57293,5730.2,2000,20,0.2,20,250,0.2,20
57294,5730.3,6000,60,0.6,40,300,0.6,60
57295,5730.4,2000,20,0.2,20,250,0.2,20
57296,5730.5,6000,60,0.6,40,300,0.6,60
57297,5730.6,2000,20,0.2,20,250,0.2,20
57298,5730.7,6000,60,0.6,40,300,0.6,60
57299,5730.8,2000,20,0.2,20,250,0.2,20
57300,5730.9,6000,60,0.6,40,300,0.6,60
57301,5731.0,2000,20,0.2,20,250,0.2,20
57302,5731.1,6000,60,0.6,40,300,0.6,60
57303,5731.2,2000,20,0.2,20,250,0.2,20
57304,5731.3,6000,60,0.6,40,300,0.6,60
57305,5731.4,2000,20,0.2,20,250,0.2,20
57306,5731.5,6000,60,0.6,40,300,0.6,60
57307,5731.6,2000,20,0.2,20,250,0.2,20
57308,5731.7,6000,60,0.6,40,300,0.6,60
57309,5731.8,2000,20,0.2,20,250,0.2,20
57310,5731.9,6000,60,0.6,40,300,0.6,60
57311,5732.0,2000,20,0.2,20,250,0.2,20
57312,5732.1,6000,60,0.6,40,300,0.6,60
57313,5732.2,2000,20,0.2,20,250,0.2,20
57314,5732.3,6000,60,0.6,40,300,0.6,60
57315,5732.4,2000,20,0.2,20,250,0.2,20
57316,5732.5,6000,60,0.6,40,300,0.6,60
57317,5732.6,2000,20,0.2,20,250,0.2,20
57318,5732.7,6000,60,0.6,40,300,0.6,60
57319,5732.8,2000,20,0.2,20,250,0.2,20
57320,5732.9,6000,60,0.6,40,300,0.6,60
57321,5733.0,2000,20,0.2,20,250,0.2,20
57322,5733.1,6000,60,0.6,40,300,0.6,60
57323,5733.2,2000,20,0.2,20,250,0.2,20
57324,5733.3,6000,60,0.6,40,300,0.6,60
57325,5733.4,2000,20,0.2,20,250,0.2,20
57326,5733.5,6000,60,0.6,40,300,0.6,60
57327,5733.6,2000,20,0.2,20,250,0.2,20
57328,5733.7,6000,60,0.6,40,300,0.6,60
57329,5733.8,2000,20,0.2,20,250,0.2,20
57330,5733.9,6000,60,0.6,40,300,0.6,60
57331,5734.0,2000,20,0.2,20,250,0.2,20
57332,5734.1,6000,60,0.6,40,300,0.6,60
57333,5734.2,2000,20,0.2,20,250,0.2,20
57334,5734.3,6000,60,0.6,40,300,0.6,60
57335,5734.4,2000,20,0.2,20,250,0.2,20
57336,5734.5,6000,60,0.6,40,300,0.6,60
57337,5734.6,2000,20,0.2,20,250,0.2,20
57338,5734.7,6000,60,0.6,40,300,0.6,60
57339,5734.8,2000,20,0.2,20,250,0.2,20
57340,5734.9,6000,60,0.6,40,300,0.6,60
57341,5735.0,2000,20,0.2,20,250,0.2,20
57342,5735.1,6000,60,0.6,40,300,0.6,60
57343,5735.2,2000,20,0.2,20,250,0.2,20
57344,5735.3,6000,60,0.6,40,300,0.6,60
57345,5735.4,2000,20,0.2,20,250,0.2,20
57346,5735.5,6000,60,0.6,40,300,0.6,60
57347,5735.6,2000,20,0.2,20,250,0.2,20
57348,5735.7,6000,60,0.6,40,300,0.6,60
57349,5735.8,2000,20,0.2,20,250,0.2,20
57350,5735.9,6000,60,0.6,40,300,0.6,60
57351,5736.0,2000,20,0.2,20,250,0.2,20
57352,5736.1,6000,60,0.6,40,300,0.6,60
57353,5736.2,2000,20,0.2,20,250,0.2,20
57354,5736.3,6000,60,0.6,40,300,0.6,60
57355,5736.4,2000,20,0.2,20,250,0.2,20
57356,5736.5,6000,60,0.6,40,300,0.6,60
57357,5736.6,2000,20,0.2,20,250,0.2,20
57358,5736.7,6000,60,0.6,40,300,0.6,60
57359,5736.8,2000,20,0.2,20,250,0.2,20
57360,5736.9,6000,60,0.6,40,300,0.6,60
57361,5737.0,2000,20,0.2,20,250,0.2,20
57362,5737.1,6000,60,0.6,40,300,0.6,60
57363,5737.2,2000,20,0.2,20,250,0.2,20
57364,5737.3,6000,60,0.6,40,300,0.6,60
57365,5737.4,2000,20,0.2,20,250,0.2,20
57366,5737.5,6000,60,0.6,40,300,0.6,60
57367,5737.6,2000,20,0.2,20,250,0.2,20
57368,5737.7,6000,60,0.6,40,300,0.6,60
57369,5737.8,2000,20,0.2,20,250,0.2,20
57370,5737.9,6000,60,0.6,40,300,0.6,60
57371,5738.0,2000,20,0.2,20,250,0.2,20
57372,5738.1,6000,60,0.6,40,300,0.6,60
57373,5738.2,2000,20,0.2,20,250,0.2,20
57374,5738.3,6000,60,0.6,40,300,0.6,60
57375,5738.4,2000,20,0.2,20,250,0.2,20
57376,5738.5,6000,60,0.6,40,300,0.6,60
57377,5738.6,2000,20,0.2,20,250,0.2,20
57378,5738.7,6000,60,0.6,40,300,0.6,60
57379,5738.8,2000,20,0.2,20,250,0.2,20
57380,5738.9,6000,60,0.6,40,300,0.6,60
57381,5739.0,2000,20,0.2,20,250,0.2,20
57382,5739.1,6000,60,0.6,40,300,0.6,60
57383,5739.2,2000,20,0.2,20,250,0.2,20
57384,5739.3,6000,60,0.6,40,300,0.6,60
57385,5739.4,2000,20,0.2,20,250,0.2,20
57386,5739.5,6000,60,0.6,40,300,0.6,60
57387,5739.6,2000,20,0.2,20,250,0.2,20
57388,5739.7,6000,60,0.6,40,300,0.6,60
57389,5739.8,2000,20,0.2,20,250,0.2,20
57390,5739.9,6000,60,0.6,40,300,0.6,60
57391,5740.0,2000,20,0.2,20,250,0.2,20
57392,5740.1,6000,60,0.6,40,300,0.6,60
57393,5740.2,2000,20,0.2,20,250,0.2,20
57394,5740.3,6000,60,0.6,40,300,0.6,60
57395,5740.4,2000,20,0.2,20,250,0.2,20
57396,5740.5,6000,60,0.6,40,300,0.6,60
57397,5740.6,2000,20,0.2,20,250,0.2,20
57398,5740.7,6000,60,0.6,40,300,0.6,60
57399,5740.8,2000,20,0.2,20,250,0.2,20
57400,5740.9,6000,60,0.6,40,300,0.6,60
57401,5741.0,2000,20,0.2,20,250,0.2,20
57402,5741.1,6000,60,0.6,40,300,0.6,60
57403,5741.2,2000,20,0.2,20,250,0.2,20
57404,5741.3,6000,60,0.6,40,300,0.6,60
57405,5741.4,2000,20,0.2,20,250,0.2,20
57406,5741.5,6000,60,0.6,40,300,0.6,60
57407,5741.6,2000,20,0.2,20,250,0.2,20
57408,5741.7,6000,60,0.6,40,300,0.6,60
57409,5741.8,2000,20,0.2,20,250,0.2,20
57410,5741.9,6000,60,0.6,40,300,0.6,60
57411,5742.0,2000,20,0.2,20,250,0.2,20
57412,5742.1,6000,60,0.6,40,300,0.6,60
57413,5742.2,2000,20,0.2,20,250,0.2,20
57414,5742.3,6000,60,0.6,40,300,0.6,60
57415,5742.4,2000,20,0.2,20,250,0.2,20
57416,5742.5,6000,60,0.6,40,300,0.6,60
57417,5742.6,2000,20,0.2,20,250,0.2,20
57418,5742.7,6000,60,0.6,40,300,0.6,60
57419,5742.8,2000,20,0.2,20,250,0.2,20
57420,5742.9,6000,60,0.6,40,300,0.6,60
57421,5743.0,2000,20,0.2,20,250,0.2,20
57422,5743.1,6000,60,0.6,40,300,0.6,60
57423,5743.2,2000,20,0.2,20,250,0.2,20
57424,5743.3,6000,60,0.6,40,300,0.6,60
57425,5743.4,2000,20,0.2,20,250,0.2,20
57426,5743.5,6000,60,0.6,40,300,0.6,60
57427,5743.6,2000,20,0.2,20,250,0.2,20
57428,5743.7,6000,60,0.6,40,300,0.6,60
57429,5743.8,2000,20,0.2,20,250,0.2,20
57430,5743.9,6000,60,0.6,40,300,0.6,60
57431,5744.0,2000,20,0.2,20,250,0.2,20
57432,5744.1,6000,60,0.6,40,300,0.6,60
57433,5744.2,2000,20,0.2,20,250,0.2,20
57434,5744.3,6000,60,0.6,40,300,0.6,60
57435,5744.4,2000,20,0.2,20,250,0.2,20
57436,5744.5,6000,60,0.6,40,300,0.6,60
57437,5744.6,2000,20,0.2,20,250,0.2,20
57438,5744.7,6000,60,0.6,40,300,0.6,60
57439,5744.8,2000,20,0.2,20,250,0.2,20
57440,5744.9,6000,60,0.6,40,300,0.6,60
57441,5745.0,2000,20,0.2,20,250,0.2,20
57442,5745.1,6000,60,0.6,40,300,0.6,60
57443,5745.2,2000,20,0.2,20,250,0.2,20
57444,5745.3,6000,60,0.6,40,300,0.6,60
57445,5745.4,2000,20,0.2,20,250,0.2,20
57446,5745.5,6000,60,0.6,40,300,0.6,60
57447,5745.6,2000,20,0.2,20,250,0.2,20
57448,5745.7,6000,60,0.6,40,300,0.6,60
57449,5745.8,2000,20,0.2,20,250,0.2,20
57450,5745.9,6000,60,0.6,40,300,0.6,60
57451,5746.0,2000,20,0.2,20,250,0.2,20
57452,5746.1,6000,60,0.6,40,300,0.6,60
57453,5746.2,2000,20,0.2,20,250,0.2,20
57454,5746.3,6000,60,0.6,40,300,0.6,60
57455,5746.4,2000,20,0.2,20,250,0.2,20
57456,5746.5,6000,60,0.6,40,300,0.6,60
57457,5746.6,2000,20,0.2,20,250,0.2,20
57458,5746.7,6000,60,0.6,40,300,0.6,60
57459,5746.8,2000,20,0.2,20,250,0.2,20
57460,5746.9,6000,60,0.6,40,300,0.6,60
57461,5747.0,2000,20,0.2,20,250,0.2,20
57462,5747.1,6000,60,0.6,40,300,0.6,60
57463,5747.2,2000,20,0.2,20,250,0.2,20
57464,5747.3,6000,60,0.6,40,300,0.6,60
57465,5747.4,2000,20,0.2,20,250,0.2,20
57466,5747.5,6000,60,0.6,40,300,0.6,60
57467,5747.6,2000,20,0.2,20,250,0.2,20
57468,5747.7,6000,60,0.6,40,300,0.6,60
57469,5747.8,2000,20,0.2,20,250,0.2,20
57470,5747.9,6000,60,0.6,40,300,0.6,60
57471,5748.0,2000,20,0.2,20,250,0.2,20
57472,5748.1,6000,60,0.6,40,300,0.6,60
57473,5748.2,2000,20,0.2,20,250,0.2,20
57474,5748.3,6000,60,0.6,40,300,0.6,60
57475,5748.4,2000,20,0.2,20,250,0.2,20
57476,5748.5,6000,60,0.6,40,300,0.6,60
57477,5748.6,2000,20,0.2,20,250,0.2,20
57478,5748.7,6000,60,0.6,40,300,0.6,60
57479,5748.8,2000,20,0.2,20,250,0.2,20
57480,5748.9,6000,60,0.6,40,300,0.6,60
57481,5749.0,2000,20,0.2,20,250,0.2,20
57482,5749.1,6000,60,0.6,40,300,0.6,60
57483,5749.2,2000,20,0.2,20,250,0.2,20
57484,5749.3,6000,60,0.6,40,300,0.6,60
57485,5749.4,2000,20,0.2,20,250,0.2,20
57486,5749.5,6000,60,0.6,40,300,0.6,60
57487,5749.6,2000,20,0.2,20,250,0.2,20
57488,5749.7,6000,60,0.6,40,300,0.6,60
57489,5749.8,2000,20,0.2,20,250,0.2,20
57490,5749.9,6000,60,0.6,40,300,0.6,60
57491,5750.0,2000,20,0.2,20,250,0.2,20
57492,5750.1,6000,60,0.6,40,300,0.6,60
57493,5750.2,2000,20,0.2,20,250,0.2,20
57494,5750.3,6000,60,0.6,40,300,0.6,60
57495,5750.4,2000,20,0.2,20,250,0.2,20
57496,5750.5,6000,60,0.6,40,300,0.6,60
57497,5750.6,2000,20,0.2,20,250,0.2,20
57498,5750.7,6000,60,0.6,40,300,0.6,60
57499,5750.8,2000,20,0.2,20,250,0.2,20
57500,5750.9,6000,60,0.6,40,300,0.6,60
57501,5751.0,2000,20,0.2,20,250,0.2,20
57502,5751.1,6000,60,0.6,40,300,0.6,60
57503,5751.2,2000,20,0.2,20,250,0.2,20
57504,5751.3,6000,60,0.6,40,300,0.6,60
57505,5751.4,2000,20,0.2,20,250,0.2,20
57506,5751.5,6000,60,0.6,40,300,0.6,60
57507,5751.6,2000,20,0.2,20,250,0.2,20
57508,5751.7,6000,60,0.6,40,300,0.6,60
57509,5751.8,2000,20,0.2,20,250,0.2,20
57510,5751.9,6000,60,0.6,40,300,0.6,60
57511,5752.0,2000,20,0.2,20,250,0.2,20
57512,5752.1,6000,60,0.6,40,300,0.6,60
57513,5752.2,2000,20,0.2,20,250,0.2,20
57514,5752.3,6000,60,0.6,40,300,0.6,60
57515,5752.4,2000,20,0.2,20,250,0.2,20
57516,5752.5,6000,60,0.6,40,300,0.6,60
57517,5752.6,2000,20,0.2,20,250,0.2,20
57518,5752.7,6000,60,0.6,40,300,0.6,60
57519,5752.8,2000,20,0.2,20,250,0.2,20
57520,5752.9,6000,60,0.6,40,300,0.6,60
57521,5753.0,2000,20,0.2,20,250,0.2,20
57522,5753.1,6000,60,0.6,40,300,0.6,60
57523,5753.2,2000,20,0.2,20,250,0.2,20
57524,5753.3,6000,60,0.6,40,300,0.6,60
57525,5753.4,2000,20,0.2,20,250,0.2,20
57526,5753.5,6000,60,0.6,40,300,0.6,60
57527,5753.6,2000,20,0.2,20,250,0.2,20
57528,5753.7,6000,60,0.6,40,300,0.6,60
57529,5753.8,2000,20,0.2,20,250,0.2,20
57530,5753.9,6000,60,0.6,40,300,0.6,60
57531,5754.0,2000,20,0.2,20,250,0.2,20
57532,5754.1,6000,60,0.6,40,300,0.6,60
57533,5754.2,2000,20,0.2,20,250,0.2,20
57534,5754.3,6000,60,0.6,40,300,0.6,60
57535,5754.4,2000,20,0.2,20,250,0.2,20
57536,5754.5,6000,60,0.6,40,300,0.6,60
57537,5754.6,2000,20,0.2,20,250,0.2,20
57538,5754.7,6000,60,0.6,40,300,0.6,60
57539,5754.8,2000,20,0.2,20,250,0.2,20
57540,5754.9,6000,60,0.6,40,300,0.6,60
57541,5755.0,2000,20,0.2,20,250,0.2,20
57542,5755.1,6000,60,0.6,40,300,0.6,60
57543,5755.2,2000,20,0.2,20,250,0.2,20
57544,5755.3,6000,60,0.6,40,300,0.6,60
57545,5755.4,2000,20,0.2,20,250,0.2,20
57546,5755.5,6000,60,0.6,40,300,0.6,60
57547,5755.6,2000,20,0.2,20,250,0.2,20
57548,5755.7,6000,60,0.6,40,300,0.6,60
57549,5755.8,2000,20,0.2,20,250,0.2,20
57550,5755.9,6000,60,0.6,40,300,0.6,60
57551,5756.0,2000,20,0.2,20,250,0.2,20
57552,5756.1,6000,60,0.6,40,300,0.6,60
57553,5756.2,2000,20,0.2,20,250,0.2,20
57554,5756.3,6000,60,0.6,40,300,0.6,60
57555,5756.4,2000,20,0.2,20,250,0.2,20
57556,5756.5,6000,60,0.6,40,300,0.6,60
57557,5756.6,2000,20,0.2,20,250,0.2,20
57558,5756.7,6000,60,0.6,40,300,0.6,60
57559,5756.8,2000,20,0.2,20,250,0.2,20
57560,5756.9,6000,60,0.6,40,300,0.6,60
57561,5757.0,2000,20,0.2,20,250,0.2,20
57562,5757.1,6000,60,0.6,40,300,0.6,60
57563,5757.2,2000,20,0.2,20,250,0.2,20
57564,5757.3,6000,60,0.6,40,300,0.6,60
57565,5757.4,2000,20,0.2,20,250,0.2,20
57566,5757.5,6000,60,0.6,40,300,0.6,60
57567,5757.6,2000,20,0.2,20,250,0.2,20
57568,5757.7,6000,60,0.6,40,300,0.6,60
57569,5757.8,2000,20,0.2,20,250,0.2,20
57570,5757.9,6000,60,0.6,40,300,0.6,60
57571,5758.0,2000,20,0.2,20,250,0.2,20
57572,5758.1,6000,60,0.6,40,300,0.6,60
57573,5758.2,2000,20,0.2,20,250,0.2,20
57574,5758.3,6000,60,0.6,40,300,0.6,60
57575,5758.4,2000,20,0.2,20,250,0.2,20
57576,5758.5,6000,60,0.6,40,300,0.6,60
57577,5758.6,2000,20,0.2,20,250,0.2,20
57578,5758.7,6000,60,0.6,40,300,0.6,60
57579,5758.8,2000,20,0.2,20,250,0.2,20
57580,5758.9,6000,60,0.6,40,300,0.6,60
57581,5759.0,2000,20,0.2,20,250,0.2,20
57582,5759.1,6000,60,0.6,40,300,0.6,60
57583,5759.2,2000,20,0.2,20,250,0.2,20
57584,5759.3,6000,60,0.6,40,300,0.6,60
57585,5759.4,2000,20,0.2,20,250,0.2,20
57586,5759.5,6000,60,0.6,40,300,0.6,60
57587,5759.6,2000,20,0.2,20,250,0.2,20
57588,5759.7,6000,60,0.6,40,300,0.6,60
57589,5759.8,2000,20,0.2,20,250,0.2,20
57590,5759.9,6000,60,0.6,40,300,0.6,60
57591,5760.0,2000,20,0.2,20,250,0.2,20
57592,5760.1,2000,20,0.2,20,250,0.2,20
57593,5760.2,2000,20,0.2,20,250,0.2,20
57594,5760.3,6000,60,0.6,40,300,0.6,60
57595,5760.4,2000,20,0.2,20,250,0.2,20
57596,5760.5,6000,60,0.6,40,300,0.6,60
57597,5760.6,2000,20,0.2,20,250,0.2,20
57598,5760.7,6000,60,0.6,40,300,0.6,60
57599,5760.8,2000,20,0.2,20,250,0.2,20
57600,5760.9,6000,60,0.6,40,300,0.6,60
57601,5761.0,2000,20,0.2,20,250,0.2,20
57602,5761.1,6000,60,0.6,40,300,0.6,60
57603,5761.2,2000,20,0.2,20,250,0.2,20
57604,5761.3,6000,60,0.6,40,300,0.6,60
57605,5761.4,2000,20,0.2,20,250,0.2,20
57606,5761.5,6000,60,0.6,40,300,0.6,60
57607,5761.6,2000,20,0.2,20,250,0.2,20
57608,5761.7,6000,60,0.6,40,300,0.6,60
57609,5761.8,2000,20,0.2,20,250,0.2,20
57610,5761.9,6000,60,0.6,40,300,0.6,60
57611,5762.0,2000,20,0.2,20,250,0.2,20
57612,5762.1,6000,60,0.6,40,300,0.6,60
57613,5762.2,2000,20,0.2,20,250,0.2,20
57614,5762.3,6000,60,0.6,40,300,0.6,60
57615,5762.4,2000,20,0.2,20,250,0.2,20
57616,5762.5,6000,60,0.6,40,300,0.6,60
57617,5762.6,2000,20,0.2,20,250,0.2,20
